,StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,DistributionChannel,UserLanguage,Q31,Q32_1,Q32_2,Q34,Q35,Q2.1_1,Q2.1_2,Q2.1_3,Q2.1_4,Q2.1_5,Q2.1_6,Q2.1_7,Q2.1_8,Q2.1_9,Q2.1_10,Q2.1_DO,Q3.1,Q2.2_1,Q2.2_2,Q2.2_3,Q2.2_4,Q2.2_5,Q2.2_6,Q2.2_7,Q2.2_8,Q2.2_9,Q2.2_10,Q2.2_DO,Q3.2,Q4,Q5,Q5_3_TEXT,Q6,Q7,Q8,Q8_4_TEXT,Q9,Q10,Q11,Q12,FL_35_DO
,11/24/20 16:19,11/24/20 16:23,100,211,TRUE,11/24/20 16:23,anonymous,EN,"I consent to the processing of my personal information for the purpose of research as set forth in this online Consent Notice. I understand that I may withdraw my consent at any time, but doing so will not affect the processing of my personal information before my withdrawal of consent.",Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",11/24/20,,,,,,,,,,,,,4,5 (very well),2,1 (not well at all),4,3,1 (not well at all),1 (not well at all),4,3,Hardworking|Loyal|Intelligent|Responsible|Immoral|Violent|Lazy|Unlawful|Uneducated|Honest,they are fine to me. They are trying as they deem the most sufficient and nesieccary way to achieve a better life. ,20,Male,,White,No,Democrat,,,Liberal,,"My parents, grandparents and I were all born in the USA.",C2
,11/24/20 16:39,11/24/20 16:41,100,140,TRUE,11/24/20 16:41,anonymous,EN,,Yes,Yes,,11/24/20,,,,,,,,,,,,,5 (very well),5 (very well),1 (not well at all),1 (not well at all),5 (very well),2,1 (not well at all),1 (not well at all),5 (very well),5 (very well),Unlawful|Responsible|Honest|Intelligent|Loyal|Immoral|Uneducated|Lazy|Violent|Hardworking,Hard working people who came here for a better future ,20,Female,,Other,Yes,Democrat,,,Extremely liberal,,"I was born in the USA, but at least one of my parents is an immigrant",C6
,11/24/20 16:54,11/24/20 17:00,100,366,TRUE,11/24/20 17:00,anonymous,EN,,Yes,Yes,,11/24/20,,,,,,,,,,,,,3,3,3,2,3,4,2,2,3,3,Violent|Honest|Lazy|Loyal|Responsible|Unlawful|Intelligent|Uneducated|Hardworking|Immoral,"I do not believe undocumented immigrants should be in this country competing for jobs, healthcare and social services. However, I also sympathize with the plights that drove them here and the search for a better life while having to deal with a very restrictive immigration system. You could say I have mixed feelings on this matter.",22,Male,,White,No,Independent,,Closer to Democratic Party,Slightly liberal,,"My parents, grandparents and I were all born in the USA.",C4
,11/24/20 17:53,11/24/20 17:56,100,144,TRUE,11/24/20 17:56,anonymous,EN,,Yes,Yes,,11/24/20,1 (not well at all),2,5 (very well),3,2,2,4,4,2,2,Loyal|Honest|Responsible|Hardworking|Violent|Uneducated|Intelligent|Lazy|Unlawful|Immoral,"I don't have a connection to immigration, but all of my friends who do are against illegal immigration, so I'll take their word for it that people should actually try to come here legally",,,,,,,,,,,,,19,Female,,White,No,Independent,,Closer to Republican Party,Slightly conservative,,"My parents, grandparents and I were all born in the USA.",C1
,11/24/20 18:34,11/24/20 18:40,100,362,TRUE,11/24/20 18:40,anonymous,EN,,Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",11/25/20,2,4,5 (very well),3,3,4,2,3,3,2,Loyal|Violent|Honest|Hardworking|Lazy|Immoral|Unlawful|Intelligent|Uneducated|Responsible,"Even though they have devoted themselves to the construction, development or other basic functions of the U.S. society, they are illegal. If they can violates the law to enter the US, they may also immoral in some ways.",,,,,,,,,,,,,20,Male,,Asian,No,Independent,,Neither,"Moderate, middle of the road",Moderate,Other,C5
,11/24/20 19:13,11/24/20 19:16,100,158,TRUE,11/24/20 19:16,anonymous,EN,,,,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",11/24/20,2,4,3,2,3,2,1 (not well at all),2,3,3,Loyal|Hardworking|Honest|Uneducated|Immoral|Violent|Responsible|Unlawful|Intelligent|Lazy,Typically hard working in an effort to support themselves and others.,,,,,,,,,,,,,21,Male,,White,No,Republican,,,Slightly conservative,,"My parents and I were born in the USA, but at least one of my grandparents was an immigrant.",C3
,11/24/20 19:14,11/24/20 19:16,100,159,TRUE,11/24/20 19:16,anonymous,EN,,Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",11/24/20,,,,,,,,,,,,,3,3,4,1 (not well at all),1 (not well at all),3,1 (not well at all),1 (not well at all),3,1 (not well at all),Uneducated|Immoral|Lazy|Responsible|Intelligent|Violent|Hardworking|Honest|Loyal|Unlawful,An undocumented immigrant is someone that came to the United States illegally either through border crossing or overstaying a legal visa. They usually do so because they see the United States as better than their home country.,18,Male,,White,No,Republican,,,Conservative,,"My parents and I were born in the USA, but at least one of my grandparents was an immigrant.",C2
,11/24/20 19:58,11/24/20 20:03,100,292,TRUE,11/24/20 20:03,anonymous,EN,"I consent to the processing of my personal information for the purpose of research as set forth in this online Consent Notice. I understand that I may withdraw my consent at any time, but doing so will not affect the processing of my personal information before my withdrawal of consent.",Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",11/24/20,,,,,,,,,,,,,4,5 (very well),1 (not well at all),1 (not well at all),4,2,1 (not well at all),1 (not well at all),4,5 (very well),Violent|Unlawful|Uneducated|Intelligent|Responsible|Loyal|Lazy|Hardworking|Immoral|Honest,"Undocumented immigrants are not those who are violent or lazy or sleazy. If anything, coming to America undocumented, dealing with all the hardships of not having social protections and usually being unable to seek union protections and proper jobs, makes them more resilient than most understand them to be.",19,Female,,"White,Black or African American,Other",No,Independent,,Neither,Extremely liberal,,"My parents, grandparents and I were all born in the USA.",C6
,11/24/20 19:48,11/24/20 20:13,100,1499,TRUE,11/24/20 20:13,anonymous,EN,"I consent to the processing of my personal information for the purpose of research as set forth in this online Consent Notice. I understand that I may withdraw my consent at any time, but doing so will not affect the processing of my personal information before my withdrawal of consent.",Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",11/24/20,5 (very well),5 (very well),2,2,4,3,1 (not well at all),3,4,5 (very well),Loyal|Violent|Responsible|Intelligent|Honest|Immoral|Uneducated|Unlawful|Lazy|Hardworking,Without thinking about the stereotypes that people have when it comes to illegal immigrants they are actually very hardworking and honest people. Who only want to be able to provide for their families and give their kids a better future than the one that they had. ,,,,,,,,,,,,,19,Female,,Other,Yes,Democrat,,,Liberal,,"I was born in the USA, but at least one of my parents is an immigrant",C5
,11/24/20 21:43,11/24/20 21:45,100,109,TRUE,11/24/20 21:45,anonymous,EN,,Yes,Yes,,11/24/20,4,5 (very well),1 (not well at all),1 (not well at all),3,3,1 (not well at all),1 (not well at all),4,4,Uneducated|Loyal|Honest|Violent|Hardworking|Immoral|Lazy|Unlawful|Responsible|Intelligent,"Hispanic or Latino, usually coming to the United States to seek a better life for their family",,,,,,,,,,,,,20,Female,,White,No,Democrat,,,Liberal,,"My parents, grandparents and I were all born in the USA.",C3
,11/24/20 22:11,11/24/20 22:18,100,410,TRUE,11/24/20 22:18,anonymous,EN,,Yes,Yes,,8/16/02,,,,,,,,,,,,,4,5 (very well),2,2,2,4,1 (not well at all),1 (not well at all),5 (very well),5 (very well),Lazy|Uneducated|Immoral|Intelligent|Unlawful|Loyal|Honest|Responsible|Hardworking|Violent,"A family man, who is either trying to make money to send back with the family or is with the family to escape violence at home and to make a better life for themselves.",18,Male,,Asian,No,Independent,,Closer to Democratic Party,Extremely liberal,,"I was born in the USA, but at least one of my parents is an immigrant",C4
,11/24/20 23:41,11/24/20 23:44,100,182,TRUE,11/24/20 23:44,anonymous,EN,,,,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",11/24/20,,,,,,,,,,,,,5 (very well),5 (very well),1 (not well at all),1 (not well at all),5 (very well),1 (not well at all),1 (not well at all),1 (not well at all),5 (very well),5 (very well),Lazy|Loyal|Uneducated|Hardworking|Intelligent|Violent|Unlawful|Honest|Responsible|Immoral,Probably someone that is fearful of what could happen if their status is revealed to the wrong person. A typical undocumented immigrant can look like anyone. Most undocumented people are people of color from Latin America or Asia though. ,19,Female,,Asian,No,Independent,,Neither,Extremely liberal,,"I was born in the USA, but at least one of my parents is an immigrant",C2
,11/25/20 0:17,11/25/20 0:20,100,149,TRUE,11/25/20 0:20,anonymous,EN,,Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",11/25/20,3,3,3,3,3,3,3,3,3,3,Responsible|Lazy|Immoral|Unlawful|Loyal|Intelligent|Uneducated|Violent|Hardworking|Honest,I believe the page before is misleading. I voted neutral on all the cases because an illegal immigrant can be all of those things but it has nothing to do with them being an immigrant.,,,,,,,,,,,,,20,Female,,White,No,Democrat,,,Liberal,,"My parents, grandparents and I were all born in the USA.",C1
,11/25/20 0:26,11/25/20 0:29,100,195,TRUE,11/25/20 0:29,anonymous,EN,,,,,11/25/20,4,5 (very well),1 (not well at all),1 (not well at all),5 (very well),3,3,4,4,5 (very well),Immoral|Loyal|Violent|Unlawful|Honest|Uneducated|Hardworking|Responsible|Intelligent|Lazy,Illegal immigrant means that you don't have no such thing as documentation and doesn't have nothing to identify yourself. Coming from another country ,,,,,,,,,,,,,21,Male,,Other,Yes,Democrat,,,"Moderate, middle of the road",Liberal,I am an immigrant to the USA and a naturalized citizen.,C3
,11/25/20 0:27,11/25/20 0:30,100,184,TRUE,11/25/20 0:30,anonymous,EN,,Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",11/25/20,,,,,,,,,,,,,2,2,5 (very well),5 (very well),1 (not well at all),5 (very well),4,5 (very well),1 (not well at all),1 (not well at all),Hardworking|Honest|Unlawful|Loyal|Intelligent|Uneducated|Lazy|Responsible|Violent|Immoral,"Undocumented immigrants have broken the law to enter our country. Therefore, they are all criminals. If they bring their children, they have endangered their children and should be separated from them. Rather than corrupt our country, they should attempt to fix their own.",19,Male,,White,No,Independent,,Closer to Republican Party,Extremely conservative,,"My parents, grandparents and I were all born in the USA.",C6
,11/25/20 0:44,11/25/20 6:17,100,19988,TRUE,11/25/20 6:17,anonymous,EN,,Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",11/25/20,3,3,3,3,3,3,3,3,3,3,Responsible|Loyal|Unlawful|Uneducated|Honest|Intelligent|Violent|Immoral|Lazy|Hardworking,"I maintain a negative attitude towards illegal immigration as a whole. But if they come to my country, don’t make troubles and live a good life, I don’t have any particular opinions.",,,,,,,,,,,,,19,Male,,Asian,No,Other,,,Slightly liberal,,Other,C1
